"633808929800","https://www.cdw.com/shop/products/WASP-WLS8600-INDUST-BARCODE-SCAN-USB/4795156.aspx?pfm=srh","WASP WLS8600 INDUST BARCODE SCAN USB","Wasp Bar Code","4795156","Cordless laser scannerLightweight rugged enclosureReads common one-dimensional (1D) barcodes3-key keypad with graphic backlit displayIP64 water and particulate sealing ratingIncludes a 2-year manufacturer’s warranty covering material defects.","Call","$292.99","https://webobjects2.cdw.com/is/image/CDW/3301016?$product-main$","633808929800.jpg","4.5 in","8.1 in","10.4 oz","3 mil"
"E171M-BK","https://www.cdw.com/shop/products/NEC-E171M-BK-LED-MULTISYNC-BSTK/4849850.aspx?pfm=srh","NEC E171M-BK LED MULTISYNC (BSTK)","NEC","4849850","LED monitor17""1280 x 1024TN250 cd/m21000:125000:1 (dynamic)","$168.99","$148.99","https://webobjects2.cdw.com/is/image/CDW/3279448?$product-main$","E171M-BK.jpg","2.4 in","12.6 in","6.6 lbs","14.5 in"
"61A9MAR1US","https://www.cdw.com/shop/products/LVO-T22I-10-21.5IN-1920X1080-LED-MON/4856899.aspx?pfm=srh","LVO T22I-10 21.5IN 1920X1080 LED MON","Lenovo","4856899","LED monitor21.5"" (21.5"" viewable)1920 x 1080 Full HD (1080p)IPS250 cd/m²1000:14 ms","$183.99","$161.99","https://webobjects2.cdw.com/is/image/CDW/4549403?$product-main$","61A9MAR1US.jpg","9.9 in","14.1 in","10.85 lbs","19.3 in"
"62418801","https://www.cdw.com/shop/products/OKI-MICROLINE-421-IMPACT-PRINTER-BS/4855183.aspx?pfm=srh","OKI MICROLINE 421 IMPACT PRINTER (BS","Oki","4855183","9-pin impact printer","$617.99","$516.99","https://webobjects2.cdw.com/is/image/CDW/442960?$product-main$","62418801.jpg","13.6 in","6 in","21.16 lbs","21.7 in"
"X7R61AA#ABA","https://www.cdw.com/shop/products/HP-P223-22IN-MONITOR-BSTK/4834870.aspx?pfm=srh","HP P223 22IN MONITOR (BSTK)","HP Inc","4834870","LED monitor21.5"" (21.5"" viewable)1920 x 1080 Full HD (1080p)VA250 cd/m²3000:15 ms","$253.99","$222.99","https://webobjects2.cdw.com/is/image/CDW/4435967?$product-main$","X7R61AA#ABA.jpg","2.2 in","12.9 in","6.4 lbs","20.3 in"
"VS239H-P","https://www.cdw.com/shop/products/ASUS-VS239H-P-23in-WIDE-LED-BSTK/4855941.aspx?pfm=srh","ASUS VS239H-P 23"" WIDE LED (BSTK)","Asus","4855941","LED monitor23""1920 x 1080 FullHDIPS250 cd/m250000000:1 (dynamic)5 ms","$139.99","$123.99","https://webobjects2.cdw.com/is/image/CDW/2771865?$product-main$","VS239H-P.jpg","7.9 in","15.7 in","7.72 lbs","21.7 in"
"945250060","https://www.cdw.com/shop/products/DATALOGIC-FALCON-X3-PISTOL-GRIP-ADC/4835584.aspx?pfm=srh","DATALOGIC FALCON X3 PISTOL GRIP ADC","Datalogic","4835584","Data collection terminalWin Embedded Handheld 6.51 GB3.5"" color TFT ( 640 x 480 )rear camerabarcode reader( laser )","$1,692.99","$1,289.99","https://webobjects2.cdw.com/is/image/CDW/3622195?$product-main$","945250060.jpg","2.2 in","8.9 in","21.44 oz","3.5 in"
"C31CA85955","https://www.cdw.com/shop/products/EPSON-TM-T88V-THERMAL-RECEIPT-PRINT/4843102.aspx?pfm=srh","EPSON TM-T88V THERMAL RECEIPT PRINT","Epson","4843102","Receipt printerthermal lineRoll (3.15 in)up to 708.7 inch/minUSB 2.0Bluetoothdark gray","$397.99","$335.99","https://webobjects2.cdw.com/is/image/CDW/3380405?$product-main$","C31CA85955.jpg","7.7 in","5.8 in","3.53 lbs","5.7 in"
"UM.CV6AA.B02","https://www.cdw.com/shop/products/ACER-V196L-BB-EPEAT-GOLD-19IN-MON-B/4817137.aspx?pfm=srh","ACER V196L BB EPEAT GOLD 19IN MON (B","Acer","4817137","LED monitor19""1280 x 1024TN250 cd/m²5 msDVI","$109.99","$78.99","https://webobjects2.cdw.com/is/image/CDW/4266971?$product-main$","UM.CV6AA.B02.jpg","8.1 in","16.1 in","6.8 lbs","16 in"
"UM.UV6AA.C02","https://www.cdw.com/shop/products/ACER-V246HQL-CBID-LED-LCD-BSTK/4840502.aspx?pfm=srh","ACER V246HQL CBID LED LCD (BSTK)","Acer","4840502","LED monitor23.6""1920 x 1080 Full HD (1080p)TN300 cd/m²5 msHDMI","$119.99","$113.99","https://webobjects2.cdw.com/is/image/CDW/3697416?$product-main$","UM.UV6AA.C02.jpg","8.1 in","16.6 in","8.6 lbs","22.3 in"
"WD40EFRX","https://www.cdw.com/shop/products/WD-RED-4TB-5.4K-SATA-6G-3.5IN-64MB/4761932.aspx?pfm=srh","WD RED 4TB 5.4K SATA 6G 3.5IN 64MB (","Western Digital","4761932","Hard drive4 TBinternal3.5""SATA 6Gb/sbuffer: 64 MBfor My Cloud EX2; EX4","$149.99","$122.99","https://webobjects2.cdw.com/is/image/CDW/2764466?$product-main$","WD40EFRX.jpg","5.8 in","1 in","23.98 oz","4 in"
"871431-B21","https://www.cdw.com/shop/products/HPE-DL20-GEN9-E3-1240V6-SFF-900WPERF/4805861.aspx?pfm=srh","HPE DL20 GEN9 E3-1240V6 SFF 900WPERF","Hewlett Packard Enterpris","4805861","Serverrack-mountable1U1-way1 x Xeon E3-1240V6 / 3.7 GHzRAM 16 GBSAS","$1,341.99","$741.99","https://webobjects2.cdw.com/is/image/CDW/4670145?$product-main$","871431-B21.jpg","15 in","1.7 in","null","17.1 in"
"GLC-LH-SMD=","https://www.cdw.com/shop/products/CISCO-1000BASE-LX-LH-SFP-XCVR-MOD-B/4812359.aspx?pfm=srh","CISCO 1000BASE-LX/LH SFP XCVR-MOD (B","Cisco","4812359","SFP (mini-GBIC) transceiver moduleGigE1000Base-LX1000Base-LHLC/PC single-modeup to 6.2 miles1310 nm","$713.99","$462.99","https://webobjects2.cdw.com/is/image/CDW/2558100?$product-main$","GLC-LH-SMD=.jpg","2.2 in","0.3 in","2.65 oz","0.5 in"
"VA2465SMH","https://www.cdw.com/shop/products/VIEWSONIC-VA2465SMH-23.6in-LED-BSTK/4792283.aspx?pfm=srh","VIEWSONIC VA2465SMH 23.6"" LED (BSTK)","ViewSonic","4792283","LED monitor24""1920 x 1080 FullHD250 cd/m23000:16.5 msHDMI","$129.99","$74.99","https://webobjects2.cdw.com/is/image/CDW/3577740?$product-main$","VA2465SMH.jpg","7.6 in","16 in","9 lbs","22.2 in"
"QN4-AUCA0M00-00","https://www.cdw.com/shop/products/ZEBRA-QLN420-USB-BT-3.0-MFI-ETHERNET/4786875.aspx?pfm=srh","ZEBRA QLN420 USB BT 3.0+MFI ETHERNET","Zebra","4786875","Made for iPhone Editionlabel printermonochromedirect thermalRoll (4.4 in)203 dpiup to 240.9 inch/min","$866.25","$375.99","https://webobjects2.cdw.com/is/image/CDW/3443570?$product-main$","QN4-AUCA0M00-00.jpg","3.2 in","7.4 in","2.43 lbs","4.09 in"
"ZT23042-D01200FZ","https://www.cdw.com/shop/products/ZEBRA-ZT230-DT-203-SER-USB-ENET-ZPL/4804392.aspx?pfm=srh","ZEBRA ZT230 DT 203 SER USB ENET ZPL","Zebra","4804392","Label printerthermal paperRoll (4.5 in)203 dpiup to 359.1 inch/minUSBLAN","$931.68","$521.99","https://webobjects2.cdw.com/is/image/CDW/2734409?$product-main$","ZT23042-D01200FZ.jpg","17 in","10.9 in","20.06 lbs","4.09 in"
"400-AJSB","https://www.cdw.com/shop/products/DELL-600GB-15K-SAS-12G-2.5in-HOTPLUG/4771191.aspx?pfm=srh","DELL 600GB 15K SAS 12G 2.5"" HOTPLUG","Dell","4771191","Hard drive600 GBhot-swap2.5""SAS 12Gb/s15000 rpmfor PowerEdge R330","$338.99","$114.99","https://webobjects2.cdw.com/is/image/CDW/3881369?$product-main$","400-AJSB.jpg","null","null","null","null"
"FKG-00001","https://www.cdw.com/shop/products/MS-SURFACE-PRO-I7-8GB-256GB-W10-BST/4798391.aspx?pfm=srh","MS SURFACE PRO I7 8GB 256GB W10 (BST","Microsoft","4798391","TabletCore i7 7660U / 2.5 GHzWin 10 Pro 64-bit8 GB RAM256 GB SSD12.3"" touchscreen 2736 x 1824Iris Plus Graphics 640","$1,599.00","$977.99","https://webobjects2.cdw.com/is/image/CDW/4634734?$product-main$","FKG-00001.jpg","7.9 in","0.3 in","27.65 oz","11.5 in"
"84001-01","https://www.cdw.com/shop/products/PLANTRONICS-SAVI-740-M-BSTK/4847296.aspx?pfm=srh","PLANTRONICS SAVI 740-M (BSTK)","Plantronics","4847296","700 SeriesheadsetconvertiblewirelessDECT 6.0","$305.99","$215.99","https://webobjects2.cdw.com/is/image/CDW/2433279?$product-main$","84001-01.jpg","null","null","0.74 oz","null"
"3000013140210","https://www.cdw.com/shop/products/Dell-Latitude-3189/4747809.aspx?pfm=srh","Dell Latitude 3189","Dell","4747809","null","$929.99","$258.99","https://webobjects2.cdw.com/is/image/CDW/4587270?$product-main$","3000013140210.jpg","null","null","null","null"
"ARB-WJ-VR3004","https://www.cdw.com/shop/products/PANASONIC-WIRELESS-LAN-MODULE-2-BST/4787394.aspx?pfm=srh","PANASONIC WIRELESS LAN MODULE 2 (BST","Panasonic","4787394","null","$259.99","$111.99","https://webobjects2.cdw.com/is/image/CDW/3625731?$product-main$","ARB-WJ-VR3004.jpg","null","null","null","null"
"M1N98A8#ABA","https://www.cdw.com/shop/products/HP-SB-ELITE-E232-DISPLAY-23IN-BSTK/4856898.aspx?pfm=srh","HP SB ELITE E232 DISPLAY 23IN (BSTK)","HP Inc","4856898","LED monitor23""1920 x 1080 FullHDIPS250 cd/m21000:17 ms","$183.99","$161.99","https://webobjects2.cdw.com/is/image/CDW/3840418?$product-main$","M1N98A8#ABA.jpg","7.4 in","21.6 in","12.6 lbs","21.6 in"
"629135-B22","https://www.cdw.com/shop/products/HP-1GB-ENET-4P-331FLR-ADAPTER-BSTK/4791371.aspx?pfm=srh","HP 1GB ENET 4P 331FLR ADAPTER (BSTK)","Hewlett Packard Enterpris","4791371","Network adapterPCIe 2.0 x4Gigabit Ethernet x 4for Apollo 4520 Gen9; ProLiant DL20 Gen9DL560 Gen10DL560 Gen9XL230a Gen9; StoreEasy 3850","$278.99","$139.99","https://webobjects2.cdw.com/is/image/CDW/3465391?$product-main$","629135-B22.jpg","4.6 in","3 in","null","null"
"P2016","https://www.cdw.com/shop/products/DELL-P2016-20IN-16-10-900-IPS-8MS-B/4800537.aspx?pfm=srh","DELL P2016 20IN 16:10 900 IPS 8MS (B","Dell","4800537","LED monitor20"" (19.45"" viewable)1440 x 900IPS250 cd/m²1000:16 ms","$163.99","$92.99","https://webobjects2.cdw.com/is/image/CDW/3885879?$product-main$","P2016.jpg","1.8 in","11.8 in","5.2 lbs","17.9 in"
"H815DW","https://www.cdw.com/shop/products/Dell-Cloud-Multifunction-Printer-H815dw/4844179.aspx?pfm=srh","Dell Cloud Multifunction Printer H815dw","Dell","4844179","Multifunction printerB/WlaserA4 (8.25 in x 11.7 in)Legal (8.5 in x 14 in) (original)A4/Legal (media)up to 40 ppm (copying)","$223.99","$194.99","https://webobjects2.cdw.com/is/image/CDW/4300788?$product-main$","H815DW.jpg","8 bit","19.4 in","60 g/m²","17.3 in"
"M1F41A8#ABA","https://www.cdw.com/shop/products/HP-SB-ELITEDISPLAY-E202-20IN-MONITOR/4833860.aspx?pfm=srh","HP SB ELITEDISPLAY E202 20IN MONITOR","HP Inc","4833860","LED monitor20"" (20.0"" viewable)1600 x 900IPS250 cd/m²1000:17 ms","$151.99","$107.99","https://webobjects2.cdw.com/is/image/CDW/3986068?$product-main$","M1F41A8#ABA.jpg","7.4 in","19.4 in","10.6 lbs","18.9 in"
"S32D850T","https://www.cdw.com/shop/products/SAM-SD850-32IN-WQHD-HDMI-DP-DVI-D-B/4856776.aspx?pfm=srh","SAM SD850 32IN WQHD HDMI DP DVI-D (B","Samsung","4856776","LED monitor32""2560 x 1440 WQHD300 cd/m²3000:15 msHDMI","$399.99","$359.99","https://webobjects2.cdw.com/is/image/CDW/3394354?$product-main$","S32D850T.jpg","2.7 in","17.4 in","20.7 lbs","29.2 in"
"3000011699301","https://www.cdw.com/shop/products/Wyse-7020-thin-client/4744498.aspx?pfm=srh","Wyse 7020 thin client","Wyse CTO","4744498","null","Call","$184.99","https://webobjects2.cdw.com/is/image/CDW/4529382?$product-main$","3000011699301.jpg","null","null","null","null"
"PDT110","https://www.cdw.com/shop/products/PANDUIT-SINGLE-PUNCHDOWN-TOOL-110-B/4769075.aspx?pfm=srh","PANDUIT SINGLE PUNCHDOWN TOOL 110 (B","Panduit","4769075","Punch-down tool","$183.99","$64.99","https://webobjects2.cdw.com/is/image/CDW/645375?$product-main$","PDT110.jpg","null","null","null","null"
"LI4278-TRBU0100ZWR","https://www.cdw.com/shop/products/ZEBRA-LI4278-1D-SR-USB-KIT-BLK-BSTK/4761778.aspx?pfm=srh","ZEBRA LI4278 1D SR USB KIT BLK (BSTK","Zebra","4761778","LI4278 Black Standard Cradle USB Kit: LI4278-SR20007WR ScannerCBA-U01-S07ZAR USB CableCR0078-SC10007WR Cradle","$388.80","$139.99","https://webobjects2.cdw.com/is/image/CDW/2696083?$product-main$","LI4278-TRBU0100ZWR.jpg","7.3 in","3.9 in","7.9 oz","3 mil"
"LS2208-SR20007NA","https://www.cdw.com/shop/products/ZEBRA-LS2208-1D-SR-SCAN-ONLY-BLK-BS/4769098.aspx?pfm=srh","ZEBRA LS2208 1D SR SCAN ONLY BLK (BS","Zebra","4769098","Barcode scannerhandheld100 scan / secdecoded","$99.60","$37.99","https://webobjects2.cdw.com/is/image/CDW/3021132?$product-main$","LS2208-SR20007NA.jpg","3.3 in","6 in","0.32 lbs","5 mil"
"G3Q47A#BGJ","https://www.cdw.com/shop/products/HP-LASERJET-PRO-M203DW-BSTK/4845712.aspx?pfm=srh","HP LASERJET PRO M203DW (BSTK)","HP Inc","4845712","PrintermonochromeDuplexlaserA4/Legal1200 x 1200 dpiup to 28 ppm","$199.00","$119.99","https://webobjects2.cdw.com/is/image/CDW/4348699?$product-main$","G3Q47A#BGJ.jpg","16 in","8.8 in","15.21 lbs","14.6 in"
"WD8001FFWX","https://www.cdw.com/shop/products/WD-RED-PRO-8TB-7.2K-SATA-6G-3.5-128M/4849075.aspx?pfm=srh","WD RED PRO 8TB 7.2K SATA 6G 3.5 128M","Western Digital","4849075","Hard drive8 TBinternal3.5""SATA 6Gb/s7200 rpmbuffer: 128 MB","$361.99","$299.99","https://webobjects2.cdw.com/is/image/CDW/4175787?$product-main$","WD8001FFWX.jpg","5.8 in","1 in","22.93 oz","4 in"
"PJ762","https://www.cdw.com/shop/products/BROTHER-PJ762-FULL-PG-MOBILE-PRTR-B/4845982.aspx?pfm=srh","BROTHER PJ762 FULL PG MOBILE PRTR (B","Brother","4845982","Printermonochromethermal paperA4/Legal203 x 200 dpiup to 8 ppmUSB 2.0","$309.99","$261.99","https://webobjects2.cdw.com/is/image/CDW/3863666?$product-main$","PJ762.jpg","2.2 in","1.2 in","16.93 oz","10 in"
"1093C001","https://www.cdw.com/shop/products/CANON-POWERSHOT-ELPH-180-20MP-SILVER/4818873.aspx?pfm=srh","CANON POWERSHOT ELPH 180 20MP SILVER","Canon","4818873","Digital cameracompact20.0 MP720p / 25 fps8x optical zoomsilver","$136.99","$87.99","https://webobjects2.cdw.com/is/image/CDW/4085941?$product-main$","1093C001.jpg","0.9 in","2.1 in","3.91 oz","3.7 in"
"653957-001","https://www.cdw.com/shop/products/HP-SOURCING-600GB-SAS-10K-2.5IN-BST/4773872.aspx?pfm=srh","HP SOURCING 600GB SAS 10K 2.5IN (BST","Hewlett Packard Enterpris","4773872","Hard drive600 GB2.5"" SFF10000 rpmwith HP SmartDrive carrier","$239.99","$103.99","https://webobjects2.cdw.com/is/image/CDW/4007591?$product-main$","653957-001.jpg","null","null","null",""
"UN24H4500AFXZA","https://www.cdw.com/shop/products/SAMSUNG-UN24H4500AFXZA-24in-LED-BSTK/4790579.aspx?pfm=srh","SAMSUNG UN24H4500AFXZA 24"" LED (BSTK","Samsung","4790579","24"" Class (23.6"" viewable)H4500 Series LED TVSmart TV720p 1366 x 768black","Call","$88.99","https://webobjects2.cdw.com/is/image/CDW/3683053?$product-main$","UN24H4500AFXZA.jpg","6.4 in","15.1 in","9 lbs","22.1 in"
"ST8000NM0065","https://www.cdw.com/shop/products/SEAGATE-8TB-4K-ENT-SAS-HDD-12G-BSTK/4834775.aspx?pfm=srh","SEAGATE 8TB 4K ENT SAS HDD 12G (BSTK","Seagate","4834775","Hard drive8 TBinternal3.5""SAS 12Gb/s7200 rpmbuffer: 256 MB","$354.99","$289.99","https://webobjects2.cdw.com/is/image/CDW/3851247?$product-main$","ST8000NM0065.jpg","5.8 in","1 in","27.51 oz","4 in"
"43LV340H","https://www.cdw.com/shop/products/LG-43IN-1920X1080-HOSPITALITY-BSTK/4774322.aspx?pfm=srh","LG 43IN 1920X1080 HOSPITALITY (BSTK)","LG","4774322","43"" Class (42.5"" viewable)LV340H Series LED TVhotel / hospitality1080p (Full HD)direct-lit LEDblack coffee","$469.99","$208.99","https://webobjects2.cdw.com/is/image/CDW/4594721?$product-main$","43LV340H.jpg","11.9 in","24.6 in","27.3 lbs","38.3 in"
"TN3-00001","https://www.cdw.com/shop/products/MS-SURFACE-PRO-4-I7-512GB-16GB-W10/4843172.aspx?pfm=srh","MS SURFACE PRO 4 I7 512GB 16GB W10 (","Microsoft","4843172","TabletNo KeyboardIntel Core i7Windows 10 Pro16 GB RAM512 GB SSD12.3"" touchscreen 2736 x 1824","$2,099.00","$1,759.99","https://webobjects2.cdw.com/is/image/CDW/3862782?$product-main$","TN3-00001.jpg","7.9 in","0.3 in","27.72 oz","11.5 in"
"67Y2616","https://www.cdw.com/shop/products/LVO-THINKSERVER-300GB-15K-SAS-3.5IN/4744215.aspx?pfm=srh","LVO THINKSERVER 300GB 15K SAS 3.5IN","Lenovo","4744215","Hard drive300 GBhot-swap3.5""SAS 6Gb/s15000 rpmfor ThinkServer RD330 (3.5""); RD340 (3.5"");...","Call","$57.99","https://webobjects2.cdw.com/is/image/CDW/2436196?$product-main$","67Y2616.jpg","null","null","null","null"
"G9F14AT#ABA","https://www.cdw.com/shop/products/HP-SB-T520-GX-217GA-16GB-4GB-BSTK/4844003.aspx?pfm=srh","HP SB T520 GX-217GA 16GB 4GB (BSTK)","HP Inc","4844003","Thin clientTower1 x GX-212JC / 1.2 GHzDual-core1600 MHz 4 GB DDR3L SDRAM16 GB SSDGigE","$499.99","$429.99","https://webobjects2.cdw.com/is/image/CDW/3441961?$product-main$","G9F14AT#ABA.jpg","7.9 in","7.9 in","2.29 lbs","1.8 in"
"GX42-102510-150","https://www.cdw.com/shop/products/ZEBRA-PRINTER-GX420T-TT-203DPI-USB/4850921.aspx?pfm=srh","ZEBRA PRINTER GX420T TT 203DPI USB (","Zebra","4850921","Label printerDT/TTRoll (4.25 in)203 dpiup to 359.1 inch/minparallelUSB","$534.00","$467.99","https://webobjects2.cdw.com/is/image/CDW/3471595?$product-main$","GX42-102510-150.jpg","10 in","7.5 in","4.63 lbs","4.09 in"
"HG32NC693DFXZA","https://www.cdw.com/shop/products/SAMSUNG-32IN-LED-COMMERCIAL-HOSPITAL/4830684.aspx?pfm=srh","SAMSUNG 32IN LED COMMERCIAL HOSPITAL","Samsung","4830684","32"" Class693 SeriesPro:Idiom LED TVhealthcare / hospitalSmart TV1080p (Full HD) 1920 x 1080direct-lit LED","Call","$313.99","https://webobjects2.cdw.com/is/image/CDW/4056575?$product-main$","HG32NC693DFXZA.jpg","2.6 in","16.9 in","10.8 lbs","28.4 in"
"872853-B21","https://www.cdw.com/shop/products/HP-240GB-SATA-6G-RI-SFF-SC-SSD-BSTK/4781901.aspx?pfm=srh","HP 240GB SATA 6G RI SFF SC SSD (BSTK","Hewlett Packard Enterpris","4781901","Solid state drive240 GBhot-swap2.5"" SFFSATA 6Gb/swith HPE SmartDrive carrier","$279.99","$118.99","https://webobjects2.cdw.com/is/image/CDW/4393336?$product-main$","872853-B21.jpg","null","0.3 in","null","null"
"22MB35Y-I","https://www.cdw.com/shop/products/LG-22in-22MB35Y-1-IPS-MONITOR-TAA-BS/4849882.aspx?pfm=srh","LG 22"" 22MB35Y-1 IPS MONITOR TAA (BS","LG","4849882","LED monitor21.5""1920 x 1080 Full HD (1080p)IPS250 cd/m²1000:15 ms","$141.99","$124.99","https://webobjects2.cdw.com/is/image/CDW/3682740?$product-main$","22MB35Y-I.jpg","2.4 in","12 in","6.2 lbs","20 in"
"3000014443316","https://www.cdw.com/shop/products/Dell-P2217H-LED-monitor-Full-HD-1080p-22in/4797584.aspx?pfm=srh","Dell P2217H - LED monitor - Full HD (1080p) - 22""","Dell","4797584","null","$307.99","$109.99","https://webobjects2.cdw.com/is/image/CDW/4647490?$product-main$","3000014443316.jpg","7.1 in","13.9 in","11.82 lbs","19.6 in"
"VA2465SMH","https://www.cdw.com/shop/products/VIEWSONIC-VA2465SMH-23.6in-LED-BSTK/4792272.aspx?pfm=srh","VIEWSONIC VA2465SMH 23.6"" LED (BSTK)","ViewSonic","4792272","LED monitor24""1920 x 1080 FullHD250 cd/m23000:16.5 msHDMI","$129.99","$74.99","https://webobjects2.cdw.com/is/image/CDW/3577740?$product-main$","VA2465SMH.jpg","7.6 in","16 in","9 lbs","22.2 in"
"S27E450D","https://www.cdw.com/shop/products/SAM-SE450-27IN-16-9-VGA-DVI-DP-USB/4823322.aspx?pfm=srh","SAM SE450 27IN 16:9 VGA DVI DP USB (","Samsung","4823322","LED monitor27""1920 x 1080 Full HD (1080p)TN300 cd/m²1000:15 ms","$199.99","$143.99","https://webobjects2.cdw.com/is/image/CDW/3740801?$product-main$","S27E450D.jpg","2.3 in","14.9 in","10.1 lbs","25.2 in"
"872479-B21","https://www.cdw.com/shop/products/HP-1.2TB-SAS-10K-SFF-SC-DS-HDD-BSTK/4843889.aspx?pfm=srh","HP 1.2TB SAS 10K SFF SC DS HDD (BSTK","Hewlett Packard Enterpris","4843889","Hard drive1.2 TBhot-swap2.5"" SFFSAS 12Gb/s10000 rpmwith HPE SmartDrive carrier","$707.99","$485.99","https://webobjects2.cdw.com/is/image/CDW/4503487?$product-main$","872479-B21.jpg","null","null","null","null"
