"4HCNK","https://www.cdw.com/shop/products/DELL-LAT-7480-I5-7300-256GB-8GB-W10P/4852989.aspx?pfm=srh","DELL LAT 7480 I5-7300 256GB 8GB W10P","Dell","4852989","Core i5 7300U / 2.6 GHzWin 10 Pro 64-bit8 GB RAM256 GB SSD14"" touchscreen 1920 x 1080 (Full HD)HD Graphics 620Wi-Fi","$1,509.99","$1,269.99","https://webobjects2.cdw.com/is/image/CDW/4457459?$product-main$","4HCNK.jpg","8.7 in","0.7 in","3 lbs","13 in"
"1BS53UT#ABA","https://www.cdw.com/shop/products/HP-SB-850-G4-I7-7500-512GB-16GB-W10P/4811895.aspx?pfm=srh","HP SB 850 G4 I7-7500 512GB 16GB W10P","HP Inc","4811895","Core i7 7500U / 2.7 GHzWin 10 Pro 64-bit16 GB RAM512 GB SSD HP Z Turbo Drive15.6"" 3840 x 2160 (Ultra HD 4K)HD Graphics 620Wi-Fi","$1,869.99","$1,332.99","https://webobjects2.cdw.com/is/image/CDW/4427317?$product-main$","1BS53UT#ABA.jpg","10.1 in","0.8 in","4.06 lbs","15.1 in"
"2TD13US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-500GB-8GB-BSTK/4817787.aspx?pfm=srh","HP 800 G3 I5-7500 500GB 8GB (BSTK)","HP Inc","4817787","null","$1,387.99","$529.99","https://webobjects2.cdw.com/is/image/CDW/4735690?$product-main$","2TD13US#ABA.jpg","null","null","null","null"
"X9U62UT#ABA","https://www.cdw.com/shop/products/HP-SB-SLICE-I7-6700T-256GB-8GB-W10P/4837769.aspx?pfm=srh","HP SB SLICE I7-6700T 256GB 8GB W10P","HP Inc","4837769","USFF1 x Core i7 6700T / 2.8 GHzRAM 8 GBSSD 256 GBHD Graphics 530GigEWLAN: 802.11a/b/g/n/ac","$1,013.99","$858.99","https://webobjects2.cdw.com/is/image/CDW/4277821?$product-main$","X9U62UT#ABA.jpg","6.5 in","1.4 in","2.31 lbs","6.5 in"
"20HGS0CB00-MC00008192","https://www.cdw.com/shop/products/LVO-TP-T470S-MC00008192-BSTK/4856023.aspx?pfm=srh","LVO TP T470S MC00008192 (BSTK)","Lenovo","4856023","null","$2,704.99","$1,376.99","https://webobjects2.cdw.com/is/image/CDW/4506789?$product-main$","20HGS0CB00-MC00008192.jpg","null","null","null","null"
"1GE40UT#ABA","https://www.cdw.com/shop/products/HP-SB-840-G4-I5-7200U-256GB-8GB-W10P/4837098.aspx?pfm=srh","HP SB 840 G4 I5-7200U 256GB 8GB W10P","HP Inc","4837098","Core i5 7200U / 2.5 GHzWin 10 Pro 64-bit8 GB RAM256 GB SSD HP Z Turbo Drive G2NVMeTLC14"" TN 1366 x 768 (HD)","$1,117.99","$946.99","https://webobjects2.cdw.com/is/image/CDW/4427231?$product-main$","1GE40UT#ABA.jpg","9.3 in","0.7 in","3.26 lbs","13.3 in"
"3000014537116","https://www.cdw.com/shop/products/DELL-CTO-7480-I5-73-512GB-8GB-W10P/4838771.aspx?pfm=srh","DELL CTO 7480 I5-73 512GB 8GB W10P (","Dell","4838771","null","$1,825.99","$938.99","https://webobjects2.cdw.com/is/image/CDW/4667607?$product-main$","3000014537116.jpg","null","null","null","null"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4831256.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4831256","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"ZA260016US","https://www.cdw.com/shop/products/LVO-N23-YOGA-32GB-4GB-TOUCH-CHROME/4835534.aspx?pfm=srh","LVO N23 YOGA 32GB 4GB TOUCH CHROME (","Lenovo","4835534","Flip designMT8173cChrome OS4 GB RAM32 GB eMMC11.6"" IPS touchscreen 1366 x 768 (HD)Wi-Fi","$283.99","$246.99","https://webobjects2.cdw.com/is/image/CDW/4474535?$product-main$","ZA260016US.jpg","null","0.8 in","2.98 lbs","null"
"C202SA-YS02-GR","https://www.cdw.com/shop/products/ASUS-C202-11-N3060-16GB-4GB-CHROME/4819002.aspx?pfm=srh","ASUS C202 11 N3060 16GB 4GB CHROME","Asus","4819002","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" 1366 x 768 (HD)HD Graphics 400802.11ac","$228.99","$169.99","https://webobjects2.cdw.com/is/image/CDW/4554575?$product-main$","C202SA-YS02-GR.jpg","7.9 in","0.9 in","35.2 oz","11.6 in"
"2GZ15UT#ABA","https://www.cdw.com/shop/products/HP-650-G2-I5-6300U-500GB-8GB-W710-B/4844591.aspx?pfm=srh","HP 650 G2 I5-6300U 500GB 8GB W710 (B","HP Inc","4844591","null","$574.99","$498.99","https://webobjects2.cdw.com/is/image/CDW/4628006?$product-main$","2GZ15UT#ABA.jpg","null","null","null","null"
"J8CGM","https://www.cdw.com/shop/products/DELL-OPTI-7040-I5-6500T-256GB-8G-W10/4833572.aspx?pfm=srh","DELL OPTI 7040 I5-6500T 256GB 8G W10","Dell","4833572","Micro1 x Core i5 6500T / 2.5 GHzRAM 8 GBSSD 256 GBHD Graphics 530GigEWLAN: 802.11a/b/g/n/ac","Call","$599.99","https://webobjects2.cdw.com/is/image/CDW/4095930?$product-main$","J8CGM.jpg","1.4 in","7.2 in","3.11 lbs","7 in"
"NX.EF2AA.002","https://www.cdw.com/shop/products/ACER-C740-11-3205U-16GB-4GB-CHROME/4852353.aspx?pfm=srh","ACER C740 11 3205U 16GB 4GB CHROME (","Acer","4852353","Celeron 3205U / 1.5 GHzChrome OS4 GB RAM16 GB SSD11.6"" 1366 x 768 (HD)HD GraphicsWi-Fi","$249.99","$181.99","https://webobjects2.cdw.com/is/image/CDW/3548660?$product-main$","NX.EF2AA.002.jpg","8 in","0.8 in","3.09 lbs","11.3 in"
"80US0000US","https://www.cdw.com/shop/products/LVO-N42-N3060-16GB-4GB-CHROME-BSTK/4812776.aspx?pfm=srh","LVO N42 N3060 16GB 4GB CHROME (BSTK)","Lenovo","4812776","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC14"" 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$165.99","https://webobjects2.cdw.com/is/image/CDW/4121400?$product-main$","80US0000US.jpg","9.1 in","0.9 in","3.31 lbs","13.1 in"
"2TD13US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-500GB-8GB-BSTK/4816278.aspx?pfm=srh","HP 800 G3 I5-7500 500GB 8GB (BSTK)","HP Inc","4816278","null","$1,387.99","$529.99","https://webobjects2.cdw.com/is/image/CDW/4735690?$product-main$","2TD13US#ABA.jpg","null","null","null","null"
"V2V84UT#ABA","https://www.cdw.com/shop/products/HP-SB-260-G2-I3-6100U-500GB-4GB-W710/4813028.aspx?pfm=srh","HP SB 260 G2 I3-6100U 500GB 4GB W710","HP Inc","4813028","Mini desktop1 x Core i3 6100U / 2.3 GHzRAM 4 GBHDD 500 GBHD Graphics 520GigEWLAN: Bluetooth","$467.99","$348.99","https://webobjects2.cdw.com/is/image/CDW/4194426?$product-main$","V2V84UT#ABA.jpg","6.9 in","1.3 in","2.31 lbs","7 in"
"P4K08UT#ABA","https://www.cdw.com/shop/products/HP-SB-800-G2-I7-6700-1TB-8GB-W710-B/4834802.aspx?pfm=srh","HP SB 800 G2 I7-6700 1TB 8GB W710 (B","HP Inc","4834802","SFF1 x Core i7 6700 / 3.4 GHzRAM 8 GBHDD 1 TBDVD SuperMultiHD Graphics 530GigE","Call","$862.99","https://webobjects2.cdw.com/is/image/CDW/3845319?$product-main$","P4K08UT#ABA.jpg","14.9 in","3.9 in","16.75 lbs","13.3 in"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4831692.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4831692","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"Z0R8-2102812597","https://www.cdw.com/shop/products/APPLE-MM-3.0-DC-I7-16GB-256GB-BSTK/4818734.aspx?pfm=srh","APPLE MM 3.0 DC I7 16GB 256GB (BSTK)","Apple","4818734","null","$1,489.99","$1,189.99","https://webobjects2.cdw.com/is/image/CDW/4718140?$product-main$","Z0R8-2102812597.jpg","null","null","null","null"
"DJXC6","https://www.cdw.com/shop/products/DELL-LAT-E7270-I5-6300-128GB-4GB-W7/4772779.aspx?pfm=srh","DELL LAT E7270 I5-6300 128GB 4GB W7","Dell","4772779","UltrabookCore i5 6300U / 2.4 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)4 GB RAM128 GB SSD12.5"" 1366 x 768 (HD)","Call","$541.99","https://webobjects2.cdw.com/is/image/CDW/3977910?$product-main$","DJXC6.jpg","8.5 in","0.5 in","2.78 lbs","12.2 in"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4831249.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4831249","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"3000013808093","https://www.cdw.com/shop/products/DELL-CTO-9560-I57300HQ-1TB-8GB-W10P/4854387.aspx?pfm=srh","DELL CTO 9560 I57300HQ 1TB 8GB W10P","Dell","4854387","null","Call","$1,216.99","https://webobjects2.cdw.com/is/image/CDW/4626654?$product-main$","3000013808093.jpg","null","null","null","null"
"1MN65US#ABA","https://www.cdw.com/shop/products/HP-850-G3-I5-6300U-180GB-8GB-DUP-BS/4774218.aspx?pfm=srh","HP 850 G3 I5-6300U 180GB 8GB-DUP (BS","HP Inc","4774218","null","$2,007.99","$1,034.99","https://webobjects2.cdw.com/is/image/CDW/4695418?$product-main$","1MN65US#ABA.jpg","null","null","null","null"
"ZA260016US","https://www.cdw.com/shop/products/LVO-N23-YOGA-32GB-4GB-TOUCH-CHROME/4810170.aspx?pfm=srh","LVO N23 YOGA 32GB 4GB TOUCH CHROME (","Lenovo","4810170","Flip designMT8173cChrome OS4 GB RAM32 GB eMMC11.6"" IPS touchscreen 1366 x 768 (HD)Wi-Fi","$283.99","$178.99","https://webobjects2.cdw.com/is/image/CDW/4474535?$product-main$","ZA260016US.jpg","null","0.8 in","2.98 lbs","null"
"2TC28US#ABA","https://www.cdw.com/shop/products/HCA-HP-800-G3-I7-256GB-16GB-HYB-SFF/4844416.aspx?pfm=srh","HCA HP 800 G3 I7 256GB 16GB HYB SFF","HP Inc","4844416","EliteDesk 800 G3 Small Form FactorProcessor: Core i7-6700Hard Drive: 256GB SSD16GB RAMDVD-WriterOperating System: Windows 10 Pro 64 Bit","Call","$1,638.99","https://webobjects2.cdw.com/is/image/CDW/4462423?$product-main$","2TC28US#ABA.jpg","null","null","null","null"
"V1H21UT#ABA","https://www.cdw.com/shop/products/HP-SB-850-G3-I7-6600U-256GB-8GB-W710/4853539.aspx?pfm=srh","HP SB 850 G3 I7-6600U 256GB 8GB W710","HP Inc","4853539","UltrabookCore i7 6600U vPro processor 2.6 GHzWin 7 Pro 64-bit (includes Win 10 Pro 64-bit License)8 GB RAM256 GB SSD SEDTCG Opal Encryption 2","$1,651.99","$1,369.99","https://webobjects2.cdw.com/is/image/CDW/3912943?$product-main$","V1H21UT#ABA.jpg","10.1 in","0.8 in","4.14 lbs","15.1 in"
"3000016536235","https://www.cdw.com/shop/products/DELL-CTO-3050-I7-7700-256-16-W10P-B/4841814.aspx?pfm=srh","DELL CTO 3050 I7-7700 256/16 W10P (B","Dell","4841814","null","Call","$857.99","https://webobjects2.cdw.com/is/image/CDW/4758914?$product-main$","3000016536235.jpg","null","null","null","null"
"80S6001UUS","https://www.cdw.com/shop/products/LVO-STF-N22-N3060-32GB-4GB-W10P-BST/4806993.aspx?pfm=srh","LVO STF N22 N3060 32GB 4GB W10P (BST","Lenovo","4806993","Celeron N3060 / 1.6 GHzWin 10 Pro 64-bit4 GB RAM32 GB eMMC11.6"" 1366 x 768 (HD)HD GraphicsWi-Fi","$178.99","$111.99","https://webobjects2.cdw.com/is/image/CDW/4331208?$product-main$","80S6001UUS.jpg","8.3 in","0.9 in","2.69 lbs","11.8 in"
"GDHFD","https://www.cdw.com/shop/products/DELL-OPTI-7440-I5-6500-500GB-8GB-W7/4830817.aspx?pfm=srh","DELL OPTI 7440 I5-6500 500GB 8GB W7","Dell","4830817","All-in-one1 x Core i5 6500 / 3.2 GHzRAM 8 GBHDD 500 GBDVD-WriterHD Graphics 530GigE","Call","$733.99","https://webobjects2.cdw.com/is/image/CDW/3978221?$product-main$","GDHFD.jpg","2.5 in","15.5 in","15.9 lbs","22.6 in"
"MPTU2LL/A","https://www.cdw.com/shop/products/APPLE-MBP-15.4-SL-2.8GHZ-RP555-256GB/4806774.aspx?pfm=srh","APPLE MBP 15.4 SL 2.8GHZ RP555 256GB","Apple","4806774","Core i7 2.8 GHzOS X 10.13 Sierra16 GB RAM256 GB SSD15.4"" IPS 2880 x 1800 (WQXGA+)Radeon Pro 555 / HD Graphics 630Wi-Fi","$2,498.99","$1,797.99","https://webobjects2.cdw.com/is/image/CDW/4648175?$product-main$","MPTU2LL/A.jpg","9.5 in","0.6 in","4.03 lbs","13.8 in"
"80US0000US","https://www.cdw.com/shop/products/LVO-N42-N3060-16GB-4GB-CHROME-BSTK/4816095.aspx?pfm=srh","LVO N42 N3060 16GB 4GB CHROME (BSTK)","Lenovo","4816095","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC14"" 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$165.99","https://webobjects2.cdw.com/is/image/CDW/4121400?$product-main$","80US0000US.jpg","9.1 in","0.9 in","3.31 lbs","13.1 in"
"2RY68US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-256GB-16GB-BSTK/4804944.aspx?pfm=srh","HP 800 G3 I5-7500 256GB 16GB (BSTK)","HP Inc","4804944","null","$1,701.99","$586.99","https://webobjects2.cdw.com/is/image/CDW/4717284?$product-main$","2RY68US#ABA.jpg","null","null","null","null"
"Y4E54UT#ABA","https://www.cdw.com/shop/products/HP-SB-705-G3-A10-9700-256GB-8GB-W10P/4843896.aspx?pfm=srh","HP SB 705 G3 A10-9700 256GB 8GB W10P","HP Inc","4843896","Mini desktop1 x A10 PRO-9700E / 3 GHzRAM 8 GBSSD 256 GBRadeon R7GigEWLAN: Bluetooth 4.0","$681.99","$584.99","https://webobjects2.cdw.com/is/image/CDW/4277131?$product-main$","Y4E54UT#ABA.jpg","6.9 in","1.3 in","2.87 lbs","7 in"
"T6E17UT#ABA","https://www.cdw.com/shop/products/HP-SB-ZBOOK-STUDIO-G3-I7-6700HQ-W10P/4834227.aspx?pfm=srh","HP SB ZBOOK STUDIO G3 I7-6700HQ W10P","HP Inc","4834227","UltrabookCore i7 6700HQ / 2.6 GHzWin 10 Pro 64-bit16 GB RAM512 GB SSD HP Z Turbo Drive15.6"" IPS 3840 x 2160 (Ultra HD 4K)Quadro M1000M / HD Graphics 530","$2,371.99","$1,773.99","https://webobjects2.cdw.com/is/image/CDW/3935351?$product-main$","T6E17UT#ABA.jpg","10 in","0.7 in","4.41 lbs","14.8 in"
"20H1006DUS","https://www.cdw.com/shop/products/LVO-TP-E470-I5-7200U-500GB-8GB-W10P/4830148.aspx?pfm=srh","LVO TP E470 I5-7200U 500GB 8GB W10P","Lenovo","4830148","Core i5 7200U / 2.5 GHzWin 10 Pro 64-bit8 GB RAM500 GB HDD14"" IPS 1920 x 1080 (Full HD)HD Graphics 620Wi-Fi","$812.99","$577.99","https://webobjects2.cdw.com/is/image/CDW/4513013?$product-main$","20H1006DUS.jpg","9.5 in","0.9 in","4.12 lbs","13.3 in"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4833377.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4833377","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"NX.GC1AA.001","https://www.cdw.com/shop/products/ACER-C730-11-N2840-16GB-2GB-CHROME/4851649.aspx?pfm=srh","ACER C730 11 N2840 16GB 2GB CHROME (","Acer","4851649","Celeron N2840 / 2.16 GHzChrome OS2 GB RAM16 GB eMMC11.6"" IPS 1366 x 768 (HD)HD GraphicsWi-Fi","Call","$174.99","https://webobjects2.cdw.com/is/image/CDW/3897568?$product-main$","NX.GC1AA.001.jpg","8.1 in","0.9 in","3.09 lbs","11.9 in"
"3000012164422","https://www.cdw.com/shop/products/Dell-OptiPlex-7050-Micro-Form-Factor/4778198.aspx?pfm=srh","Dell OptiPlex 7050 Micro Form Factor","Dell","4778198","null","Call","$507.99","https://webobjects2.cdw.com/is/image/CDW/4483780?$product-main$","3000012164422.jpg","null","null","null","null"
"NX.GNTAA.007","https://www.cdw.com/shop/products/ACER-A31531-N3350-1TB-4GB-W10H-BSTK/4836698.aspx?pfm=srh","ACER A31531 N3350 1TB 4GB W10H (BSTK","Acer","4836698","Celeron N3350 / 1.1 GHzWin 10 Home 64-bit4 GB RAM1 TB HDD15.6"" 1366 x 768 (HD)HD Graphics 500Wi-Fi","$318.99","$288.99","https://webobjects2.cdw.com/is/image/CDW/4718368?$product-main$","NX.GNTAA.007.jpg","10.2 in","0.9 in","4.63 lbs","15 in"
"X9U05UT#ABA","https://www.cdw.com/shop/products/HP-SB-11-G5-N3060-16GB-4GB-TOUCH-BS/4855396.aspx?pfm=srh","HP SB 11 G5 N3060 16GB 4GB TOUCH (BS","HP Inc","4855396","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" touchscreen 1366 x 768 (HD)HD Graphics 400Wi-Fi","Call","$222.99","https://webobjects2.cdw.com/is/image/CDW/4168583?$product-main$","X9U05UT#ABA.jpg","8.1 in","0.7 in","2.61 lbs","11.3 in"
"BLKSTK1A32SC","https://www.cdw.com/shop/products/INTEL-COMPUTE-STICK-X5-Z8300-32GB-2G/4838560.aspx?pfm=srh","INTEL COMPUTE STICK X5-Z8300 32GB 2G","Intel","4838560","Stick1 x Atom x5 Z8300 / 1.44 GHzRAM 2 GBflasheMMC 32 GBHD GraphicsWLAN: 802.11a/b/g/n/ac","$121.99","$104.99","https://webobjects2.cdw.com/is/image/CDW/4126874?$product-main$","BLKSTK1A32SC.jpg","4.4 in","0.5 in","null","1.5 in"
"J8CGM","https://www.cdw.com/shop/products/DELL-OPTI-7040-I5-6500T-256GB-8G-W10/4828724.aspx?pfm=srh","DELL OPTI 7040 I5-6500T 256GB 8G W10","Dell","4828724","Micro1 x Core i5 6500T / 2.5 GHzRAM 8 GBSSD 256 GBHD Graphics 530GigEWLAN: 802.11a/b/g/n/ac","Call","$599.99","https://webobjects2.cdw.com/is/image/CDW/4095930?$product-main$","J8CGM.jpg","1.4 in","7.2 in","3.11 lbs","7 in"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4854293.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4854293","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$197.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"2TD13US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-500GB-8GB-BSTK/4826871.aspx?pfm=srh","HP 800 G3 I5-7500 500GB 8GB (BSTK)","HP Inc","4826871","null","$1,387.99","$529.99","https://webobjects2.cdw.com/is/image/CDW/4735690?$product-main$","2TD13US#ABA.jpg","null","null","null","null"
"W5Y46UT#ABA","https://www.cdw.com/shop/products/HP-SB-400-G2-I3-6100-500GB-4GB-W10P/4830112.aspx?pfm=srh","HP SB 400 G2 I3-6100 500GB 4GB W10P","HP Inc","4830112","All-in-one1 x Core i3 6100 / 3.7 GHzRAM 4 GBHDD 500 GBDVD SuperMultiHD Graphics 530GigE","$857.99","$624.99","https://webobjects2.cdw.com/is/image/CDW/4204070?$product-main$","W5Y46UT#ABA.jpg","6.4 in","13.7 in","13.49 lbs","19.6 in"
"80YS0003US","https://www.cdw.com/shop/products/LVO-TP-N23-N3060-16GB-4GB-CHROME-BS/4831272.aspx?pfm=srh","LVO TP N23 N3060 16GB 4GB CHROME (BS","Lenovo","4831272","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" TN 1366 x 768 (HD)HD Graphics 400Wi-Fi","$224.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4439334?$product-main$","80YS0003US.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
"2TD13US#ABA","https://www.cdw.com/shop/products/HP-800-G3-I5-7500-500GB-8GB-BSTK/4816827.aspx?pfm=srh","HP 800 G3 I5-7500 500GB 8GB (BSTK)","HP Inc","4816827","null","$1,387.99","$529.99","https://webobjects2.cdw.com/is/image/CDW/4735690?$product-main$","2TD13US#ABA.jpg","null","null","null","null"
"80YS000CUS","https://www.cdw.com/shop/products/LVO-N23-11-N3060-16-4GB-TOUCH-CHROME/4845642.aspx?pfm=srh","LVO N23 11 N3060 16/4GB TOUCH CHROME","Lenovo","4845642","Celeron N3060 / 1.6 GHzChrome OS4 GB RAM16 GB eMMC11.6"" IPS touchscreen 1366 x 768 (HD)HD Graphics 400Wi-Fi","$276.99","$242.99","https://webobjects2.cdw.com/is/image/CDW/4439337?$product-main$","80YS000CUS.jpg","8.2 in","0.9 in","2.76 lbs","11.5 in"
