"C11CD16201","https://www.cdw.com/shop/products/EPSON-WORKFORCE-WF-3640-ALL-IN-ONE/4803997.aspx?pfm=srh","EPSON WORKFORCE WF-3640 ALL IN ONE (","Epson","4803997","Multifunction PrinterColorInk-jetA4/Legal (media)up to 17 cpm (copying)up to 10 ppm (color)up to 19 ppm (black)","Call","$55.99","https://webobjects2.cdw.com/is/image/CDW/3397159?$product-main$","C11CD16201.jpg","48 bit","12.1 in","25.35 lbs","17.7 in"
"SM-T580NZKAXAR","https://www.cdw.com/shop/products/SAM-GALAXY-TAB-A-10.1-BLACK-WIFI-BS/4837619.aspx?pfm=srh","SAM GALAXY TAB A 10.1 BLACK WIFI (BS","Samsung","4837619","TabletAndroid 6.0 (Marshmallow)16 GB10.1"" TFT (1920 x 1200)microSD slotblack","$279.99","$262.99","https://webobjects2.cdw.com/is/image/CDW/4169102?$product-main$","SM-T580NZKAXAR.jpg","0.3 in","10 in","18.52 oz","6.1 in"
"KV-S2087-V","https://www.cdw.com/shop/products/PANASONIC-85PPM-170IPM-200-300DPI-B/4841831.aspx?pfm=srh","PANASONIC 85PPM/170IPM 200/300DPI (B","Panasonic","4841831","Document scannerDuplexA4/Letter600 dpi x 600 dpiup to 85 ppm (mono) / up to 85 ppm (color)ADF (200 sheets)USB 3.0","$2,882.00","$2,412.99","https://webobjects2.cdw.com/is/image/CDW/4123447?$product-main$","KV-S2087-V.jpg","12.6 in","9.5 in","19.84 lbs","13.8 in"
"GX42-202511-000","https://www.cdw.com/shop/products/ZEBRA-GX420D-DT-203DPI-DISP-U-S-P-B/4786324.aspx?pfm=srh","ZEBRA GX420D DT 203DPI DISP U/S/P (B","Zebra","4786324","Label printerthermal paperRoll (4.25 in)203 dpiup to 359.1 inch/minparallelUSB","$438.00","$198.99","https://webobjects2.cdw.com/is/image/CDW/2463664?$product-main$","GX42-202511-000.jpg","8.2 in","6 in","3.09 lbs","4.09 in"
"AP-8533-68SB30-US","https://www.cdw.com/shop/products/EXTREME-802.11AC-WAVE-2-ACCESS-POINT/4842478.aspx?pfm=srh","EXTREME 802.11AC WAVE 2 ACCESS POINT","Extreme Networks","4842478","Wireless access pointBluetooth802.11a/b/g/n/acDual Band","$952.99","$801.99","https://webobjects2.cdw.com/is/image/CDW/4498914?$product-main$","AP-8533-68SB30-US.jpg","8.3 in","1.8 in","3.02 lbs","8.3 in"
"T8Z06UT#ABA","https://www.cdw.com/shop/products/HP-SB-X2-1012-M5-6Y54-256GB-8GB-W10P/4815733.aspx?pfm=srh","HP SB X2 1012 M5-6Y54 256GB 8GB W10P","HP Inc","4815733","Tabletwith detachable keyboardCore m5 6Y54 / 1.1 GHzWin 10 Pro 64-bit8 GB RAM256 GB SSD12"" IPS touchscreen 1920 x 1280","$1,351.99","$989.99","https://webobjects2.cdw.com/is/image/CDW/3911018?$product-main$","T8Z06UT#ABA.jpg","8.4 in","0.3 in","28.9 oz","11.8 in"
"43SM5KD-B","https://www.cdw.com/shop/products/LG-43IN-FHD-1920X1080-LED-DISP-BSTK/4830852.aspx?pfm=srh","LG 43IN FHD 1920X1080 LED DISP (BSTK","LG","4830852","43"" ClassSM5KD Series LED displaydigital signagewebOS1080p (Full HD) 1920 x 1080black","$767.00","$519.99","https://webobjects2.cdw.com/is/image/CDW/4708303?$product-main$","43SM5KD-B.jpg","7.6 in","24.5 in","27.6 lbs","38.2 in"
"PM43F","https://www.cdw.com/shop/products/SAM-PMF-43IN-FHD-24-7-500NIT-TIZEN/4830755.aspx?pfm=srh","SAM PMF 43IN FHD 24/7 500NIT TIZEN (","Samsung","4830755","43"" ClassPMF Series LED displaywith TV tunerdigital signage1080p (Full HD)edge-lit","Call","$623.99","https://webobjects2.cdw.com/is/image/CDW/4290904?$product-main$","PM43F.jpg","1.2 in","21.7 in","20.72 lbs","37.8 in"
"J9776A#ABA","https://www.cdw.com/shop/products/ARUBA-2530-24G-BSTK/4844302.aspx?pfm=srh","ARUBA 2530 24G (BSTK)","Aruba","4844302","Switchmanaged24 x 10/100/1000 + 4 x Gigabit SFPdesktoprack-mountablewall-mountable","$608.99","$465.99","https://webobjects2.cdw.com/is/image/CDW/4361349?$product-main$","J9776A#ABA.jpg","10 in","1.8 in","6.11 lbs","17.4 in"
"0114T27902","https://www.cdw.com/shop/products/CANON-DR-M160II-W-KOFAX-VRS-ELITE-B/4843210.aspx?pfm=srh","CANON DR-M160II W/KOFAX VRS ELITE (B","Canon","4843210","Document scannerDuplex8.5 in x 118 in600 dpiup to 60 ppm (mono) / up to 60 ppm (color)ADF (60 sheets)USB 2.0","$931.99","$783.99","https://webobjects2.cdw.com/is/image/CDW/4086944?$product-main$","0114T27902.jpg","11 in","9.8 in","7.05 lbs","9.1 in"
"IMTANT1201","https://www.cdw.com/shop/products/INMOTION-15FT-ANTENNA-BOLT-MNT-WHT/4806282.aspx?pfm=srh","INMOTION 15FT ANTENNA BOLT MNT WHT (","InMotion","4806282","null","$167.99","$93.99","https://webobjects2.cdw.com/is/image/CDW/3098576?$product-main$","IMTANT1201.jpg","null","null","null","null"
"MLMN2LL/A","https://www.cdw.com/shop/products/APPLE-IPAD-PRO-9.7-WI-FI-32GB-GRAY/4837743.aspx?pfm=srh","APPLE IPAD PRO 9.7 WI-FI 32GB GRAY (","Apple","4837743","Tablet32 GB9.7"" IPS (2048 x 1536)space gray","Call","$475.99","https://webobjects2.cdw.com/is/image/CDW/4059992?$product-main$","MLMN2LL/A.jpg","0.2 in","9.4 in","15.41 oz","6.7 in"
"LS2208-SR20007NA","https://www.cdw.com/shop/products/ZEBRA-LS2208-1D-SR-SCAN-ONLY-BLK-BS/4762425.aspx?pfm=srh","ZEBRA LS2208 1D SR SCAN ONLY BLK (BS","Zebra","4762425","Barcode scannerhandheld100 scan / secdecoded","$99.60","$37.99","https://webobjects2.cdw.com/is/image/CDW/3021132?$product-main$","LS2208-SR20007NA.jpg","3.3 in","6 in","0.32 lbs","5 mil"
"718162-B21","https://www.cdw.com/shop/products/HP-1.2TB-6G-SAS-10K-2.5IN-DP-SC-HDD/4771471.aspx?pfm=srh","HP 1.2TB 6G SAS 10K 2.5IN DP SC HDD","Hewlett Packard Enterpris","4771471","Hard drive1.2 TBhot-swap2.5"" SFFSAS 6Gb/s10000 rpmwith HP SmartDrive carrier","Call","$246.99","https://webobjects2.cdw.com/is/image/CDW/3207480?$product-main$","718162-B21.jpg","4.7 in","0.6 in","null","3 in"
"WD8001FFWX","https://www.cdw.com/shop/products/WD-RED-PRO-8TB-7.2K-SATA-6G-3.5-128M/4849288.aspx?pfm=srh","WD RED PRO 8TB 7.2K SATA 6G 3.5 128M","Western Digital","4849288","Hard drive8 TBinternal3.5""SATA 6Gb/s7200 rpmbuffer: 128 MB","$361.99","$299.99","https://webobjects2.cdw.com/is/image/CDW/4175787?$product-main$","WD8001FFWX.jpg","5.8 in","1 in","22.93 oz","4 in"
"ST2000NM0135","https://www.cdw.com/shop/products/SEAGATE-2TB-7.2K-SAS-12G-3.5IN-HDD/4838339.aspx?pfm=srh","SEAGATE 2TB 7.2K SAS 12G 3.5IN HDD (","Seagate","4838339","Hard drive2 TBinternal3.5""SAS 12Gb/s7200 rpmbuffer: 128 MB","$164.99","$134.99","https://webobjects2.cdw.com/is/image/CDW/4460155?$product-main$","ST2000NM0135.jpg","5.8 in","1 in","21.51 oz","4 in"
"726736-B21","https://www.cdw.com/shop/products/HP-SMART-ARRAY-P440AR-2G-CONTROLLER/4761766.aspx?pfm=srh","HP SMART ARRAY P440AR/2G CONTROLLER","Hewlett Packard Enterpris","4761766","Storage controller (RAID)26 ChannelSATA 6Gb/s / SAS 12Gb/s1.2 GBpsRAID 015","$509.99","$177.99","https://webobjects2.cdw.com/is/image/CDW/3465468?$product-main$","726736-B21.jpg","4.1 in","5.3 in","15.87 oz","1.2 in"
"VX2476-SMHD","https://www.cdw.com/shop/products/VIEWSONIC-24IN-FHD-ULTRA-SLIM-MON-B/4823678.aspx?pfm=srh","VIEWSONIC 24IN FHD ULTRA SLIM MON (B","ViewSonic","4823678","LED monitor24"" (23.8"" viewable)1920 x 1080 Full HD (1080p)IPS250 cd/m²1000:17 ms","$159.99","$121.99","https://webobjects2.cdw.com/is/image/CDW/4434973?$product-main$","VX2476-SMHD.jpg","8.2 in","16.3 in","6.5 lbs","21.3 in"
"G3Q75A#BGJ","https://www.cdw.com/shop/products/HP-LASERJET-PRO-MFP-M227FDW-PRINTER/4806158.aspx?pfm=srh","HP LASERJET PRO MFP M227FDW PRINTER","HP Inc","4806158","Multifunction printerB/WlaserLegal (8.5 in x 14 in) (original)A4/Legal (media)up to 30 ppm (copying)up to 30 ppm (printing)","$329.00","$206.99","https://webobjects2.cdw.com/is/image/CDW/4414594?$product-main$","G3Q75A#BGJ.jpg","8-bit","12.3 in","75 g/m²","15.9 in"
"QH3-AUNA0M00-00","https://www.cdw.com/shop/products/ZEBRA-QLN320-PRINTER-HC-2-BSTK/4806141.aspx?pfm=srh","ZEBRA QLN320 PRINTER HC 2 (BSTK)","Zebra","4806141","Healthcarelabel printermonochromedirect thermalRoll (3.1 in)203 dpiup to 240.9 inch/min","$981.75","$531.99","https://webobjects2.cdw.com/is/image/CDW/3493964?$product-main$","QH3-AUNA0M00-00.jpg","6.8 in","3.3 in","25.39 oz","2.83 in"
"SSDM22280120-AX","https://www.cdw.com/shop/products/AXIOM-120GB-M.2-TYPE-2280-MLC-SSD-B/4827201.aspx?pfm=srh","AXIOM 120GB M.2 TYPE 2280 MLC SSD (B","Axiom","4827201","Solid state drive120 GBinternalM.2 2280SATA 6Gb/s256-bit AES","$99.99","$66.99","https://webobjects2.cdw.com/is/image/CDW/4528619?$product-main$","SSDM22280120-AX.jpg","0.9 in","0.2 in","1.41 oz","3.1 in"
"1452G1D-2","https://www.cdw.com/shop/products/HONEYWELL-SCAN-1D-BLACK-BT-BSTK/4833693.aspx?pfm=srh","HONEYWELL SCAN 1D BLACK BT (BSTK)","Honeywell","4833693","Barcode scannerportabledecodedBluetooth 2.1","$198.36","$89.99","https://webobjects2.cdw.com/is/image/CDW/3613973?$product-main$","1452G1D-2.jpg","2.4 in","3.2 in","7.41 oz","6.8 in"
"801884-B21","https://www.cdw.com/shop/products/HP-2TB-6G-SATA-3.5IN-NHP-MDL-HDD-BS/4835289.aspx?pfm=srh","HP 2TB 6G SATA 3.5IN NHP MDL HDD (BS","Hewlett Packard Enterpris","4835289","Hard drive2 TBinternal3.5"" LFFSATA 6Gb/s7200 rpm","$239.99","$195.99","https://webobjects2.cdw.com/is/image/CDW/3697060?$product-main$","801884-B21.jpg","5.8 in","1 in","3 lbs","4 in"
"SFN8522-PLUS-CMEGROUP","https://www.cdw.com/shop/products/SOLARFLARE-FLAREON-ULTRA-10GBE-A-ITL/4852409.aspx?pfm=srh","SOLARFLARE FLAREON ULTRA 10GBE A-ITL","SolarFlare","4852409","Network adapterPCIe 3.1 x810 Gigabit SFP+ x 2","$809.99","$659.99","https://webobjects2.cdw.com/is/image/CDW/4780834?$product-main$","SFN8522-PLUS-CMEGROUP.jpg","5.3 in","2.7 in","null","null"
"K7B99A4#ABA","https://www.cdw.com/shop/products/HP-Z24N-NARROW-BEZEL-DISPLAY-BSTK/4827249.aspx?pfm=srh","HP Z24N NARROW BEZEL DISPLAY (BSTK)","HP Inc","4827249","LED monitor24"" (24"" viewable)1920 x 1200IPS300 cd/m²1000:18 ms","$527.99","$368.99","https://webobjects2.cdw.com/is/image/CDW/3662374?$product-main$","K7B99A4#ABA.jpg","1.9 in","13.8 in","8.5 lbs","21 in"
"UM.CV6AA.B02","https://www.cdw.com/shop/products/ACER-V196L-BB-EPEAT-GOLD-19IN-MON-B/4815734.aspx?pfm=srh","ACER V196L BB EPEAT GOLD 19IN MON (B","Acer","4815734","LED monitor19""1280 x 1024TN250 cd/m²5 msDVI","$109.99","$78.99","https://webobjects2.cdw.com/is/image/CDW/4266971?$product-main$","UM.CV6AA.B02.jpg","8.1 in","16.1 in","6.8 lbs","16 in"
"UM.WV6AA.B01","https://www.cdw.com/shop/products/ACER-V226HQL-BBD-22in-LED-BSTK/4837841.aspx?pfm=srh","ACER V226HQL BBD 22"" LED (BSTK)","Acer","4837841","LED monitor21.5""1920 x 1080 Full HD (1080p)TN200 cd/m²5 msDVI","$95.99","$85.99","https://webobjects2.cdw.com/is/image/CDW/3450307?$product-main$","UM.WV6AA.B01.jpg","2 in","12 in","7.1 lbs","20 in"
"C3650-STACK-KIT=","https://www.cdw.com/shop/products/CISCO-CAT-3650-STACK-MODULE-SPARE-B/4812309.aspx?pfm=srh","CISCO CAT 3650 STACK MODULE SPARE (B","Cisco","4812309","Network stacking modulefor Catalyst 3650-243650-48","$938.99","$601.99","https://webobjects2.cdw.com/is/image/CDW/3227948?$product-main$","C3650-STACK-KIT=.jpg","null","null","3.88 oz","null"
"QN4-AUCA0M00-00","https://www.cdw.com/shop/products/ZEBRA-QLN420-USB-BT-3.0-MFI-ETHERNET/4786871.aspx?pfm=srh","ZEBRA QLN420 USB BT 3.0+MFI ETHERNET","Zebra","4786871","Made for iPhone Editionlabel printermonochromedirect thermalRoll (4.4 in)203 dpiup to 240.9 inch/min","$866.25","$375.99","https://webobjects2.cdw.com/is/image/CDW/3443570?$product-main$","QN4-AUCA0M00-00.jpg","3.2 in","7.4 in","2.43 lbs","4.09 in"
"GX43-102412-000","https://www.cdw.com/shop/products/ZEBRA-GX430T-DT-TT-300DPI-U-S-ENET/4804375.aspx?pfm=srh","ZEBRA GX430T DT/TT 300DPI U/S/ENET (","Zebra","4804375","Label printerDT/TTRoll (4.25 in)300 dpiup to 240.9 inch/minUSBLAN","$719.40","$402.99","https://webobjects2.cdw.com/is/image/CDW/2468304?$product-main$","GX43-102412-000.jpg","10 in","7.5 in","4.63 lbs","4.09 in"
"203444-01","https://www.cdw.com/shop/products/PLANTRONICS-ENCOREPRO-HW525-USB-BST/4844822.aspx?pfm=srh","PLANTRONICS ENCOREPRO HW525 USB (BST","Plantronics","4844822","Headseton-earwiredUSB","$132.99","$94.99","https://webobjects2.cdw.com/is/image/CDW/4292909?$product-main$","203444-01.jpg","null","null","null","null"
"3000013140210","https://www.cdw.com/shop/products/Dell-Latitude-3189/4747806.aspx?pfm=srh","Dell Latitude 3189","Dell","4747806","null","$929.99","$258.99","https://webobjects2.cdw.com/is/image/CDW/4587270?$product-main$","3000013140210.jpg","null","null","null","null"
"ARB-10BAYUSB","https://www.cdw.com/shop/products/PANASONIC-10B-USB-PWR-OFFLOAD-CHARGE/4763892.aspx?pfm=srh","PANASONIC 10B USB PWR OFFLOAD/CHARGE","Panasonic","4763892","null","$942.99","$325.99","https://webobjects2.cdw.com/is/image/CDW/3802515?$product-main$","ARB-10BAYUSB.jpg","null","null","null","null"
"60G1MAR2US","https://www.cdw.com/shop/products/LVO-T2054P-19.5IN-MON-VGA-HDMI-DP-B/4833859.aspx?pfm=srh","LVO T2054P 19.5IN MON VGA+HDMI+DP (B","Lenovo","4833859","LED monitor19.5"" (19.5"" viewable)1440 x 900IPS250 cd/m²1000:17 ms","$164.99","$115.99","https://webobjects2.cdw.com/is/image/CDW/4221570?$product-main$","60G1MAR2US.jpg","9.6 in","13.6 in","8.16 lbs","17.9 in"
"629135-B22","https://www.cdw.com/shop/products/HP-1GB-ENET-4P-331FLR-ADAPTER-BSTK/4791370.aspx?pfm=srh","HP 1GB ENET 4P 331FLR ADAPTER (BSTK)","Hewlett Packard Enterpris","4791370","Network adapterPCIe 2.0 x4Gigabit Ethernet x 4for Apollo 4520 Gen9; ProLiant DL20 Gen9DL560 Gen10DL560 Gen9XL230a Gen9; StoreEasy 3850","$278.99","$139.99","https://webobjects2.cdw.com/is/image/CDW/3465391?$product-main$","629135-B22.jpg","4.6 in","3 in","null","null"
"H815DW","https://www.cdw.com/shop/products/DELL-H815DW-MONO-MULTIFUNCTION-BSTK/4843218.aspx?pfm=srh","DELL H815DW MONO MULTIFUNCTION (BSTK","Dell","4843218","Multifunction printerB/WlaserA4 (8.25 in x 11.7 in)Legal (8.5 in x 14 in) (original)A4/Legal (media)up to 40 ppm (copying)","$223.99","$194.99","https://webobjects2.cdw.com/is/image/CDW/4300788?$product-main$","H815DW.jpg","8 bit","19.4 in","60 g/m²","17.3 in"
"G8R65A8#ABA","https://www.cdw.com/shop/products/HP-SB-S140U-14IN-LED-MONITOR-BSTK/4833574.aspx?pfm=srh","HP SB S140U 14IN LED MONITOR (BSTK)","HP Inc","4833574","LED monitor14""portable1600 x 900TN200 cd/m²400:1","$149.99","$106.99","https://webobjects2.cdw.com/is/image/CDW/3450231?$product-main$","G8R65A8#ABA.jpg","0.6 in","8.7 in","3.3 lbs","13.6 in"
"S32D850T","https://www.cdw.com/shop/products/SAM-SD850-32IN-WQHD-HDMI-DP-DVI-D-B/4856042.aspx?pfm=srh","SAM SD850 32IN WQHD HDMI DP DVI-D (B","Samsung","4856042","LED monitor32""2560 x 1440 WQHD300 cd/m²3000:15 msHDMI","$399.99","$359.99","https://webobjects2.cdw.com/is/image/CDW/3394354?$product-main$","S32D850T.jpg","2.7 in","17.4 in","20.7 lbs","29.2 in"
"732048509","https://www.cdw.com/shop/products/Wyse-5010-thin-client-BTX/4743232.aspx?pfm=srh","Wyse 5010 thin client, BTX","Wyse CTO","4743232","null","Call","$89.99","https://webobjects2.cdw.com/is/image/CDW/4233057?$product-main$","732048509.jpg","null","null","null","null"
"400-ALUL","https://www.cdw.com/shop/products/DELL-1TB-7.2K-SAS-6G-2.5IN-HP-HDD-B/4744466.aspx?pfm=srh","DELL 1TB 7.2K SAS 6G 2.5IN HP HDD (B","Dell","4744466","Hybrid hard drive1 TBinternal2.5""SAS 12Gb/sNL7200 rpm","$339.99","$91.99","https://webobjects2.cdw.com/is/image/CDW/4424526?$product-main$","400-ALUL.jpg","null","null","null","null"
"KX-TGF343B","https://www.cdw.com/shop/products/PANASONIC-3-HS-CORDLESS-PHONE-BSTK/4845684.aspx?pfm=srh","PANASONIC 3 HS CORDLESS PHONE (BSTK)","Panasonic","4845684","Cordless phoneanswering system with caller ID/call waitingDECT 6.0black + 2 additional handsets","$139.99","$97.99","https://webobjects2.cdw.com/is/image/CDW/3958552?$product-main$","KX-TGF343B.jpg","1.2 in","6.6 in","4.9 oz","1.9 in"
"507284-001","https://www.cdw.com/shop/products/HP-SOURCING-300GB-SAS-10K-2.5IN-BST/4771188.aspx?pfm=srh","HP SOURCING 300GB SAS 10K 2.5IN (BST","Hewlett Packard Enterpris","4771188","Hard drive300 GBinternal2.5"" SFFSAS10000 rpm","$178.99","$62.99","https://webobjects2.cdw.com/is/image/CDW/3539772?$product-main$","507284-001.jpg","null","null","null","null"
"ST8000NM0065","https://www.cdw.com/shop/products/SEAGATE-8TB-4K-ENT-SAS-HDD-12G-BSTK/4834774.aspx?pfm=srh","SEAGATE 8TB 4K ENT SAS HDD 12G (BSTK","Seagate","4834774","Hard drive8 TBinternal3.5""SAS 12Gb/s7200 rpmbuffer: 256 MB","$354.99","$289.99","https://webobjects2.cdw.com/is/image/CDW/3851247?$product-main$","ST8000NM0065.jpg","5.8 in","1 in","27.51 oz","4 in"
"43LV340H","https://www.cdw.com/shop/products/LG-43IN-1920X1080-HOSPITALITY-BSTK/4768423.aspx?pfm=srh","LG 43IN 1920X1080 HOSPITALITY (BSTK)","LG","4768423","43"" Class (42.5"" viewable)LV340H Series LED TVhotel / hospitality1080p (Full HD)direct-lit LEDblack coffee","$469.99","$167.99","https://webobjects2.cdw.com/is/image/CDW/4594721?$product-main$","43LV340H.jpg","11.9 in","24.6 in","27.3 lbs","38.3 in"
"G9F14AT#ABA","https://www.cdw.com/shop/products/HP-SB-T520-GX-217GA-16GB-4GB-BSTK/4843991.aspx?pfm=srh","HP SB T520 GX-217GA 16GB 4GB (BSTK)","HP Inc","4843991","Thin clientTower1 x GX-212JC / 1.2 GHzDual-core1600 MHz 4 GB DDR3L SDRAM16 GB SSDGigE","$499.99","$429.99","https://webobjects2.cdw.com/is/image/CDW/3441961?$product-main$","G9F14AT#ABA.jpg","7.9 in","7.9 in","2.29 lbs","1.8 in"
"GK42-102510-000","https://www.cdw.com/shop/products/ZEBRA-GK420-TT-203DPI-USB-SER-CP-US/4850771.aspx?pfm=srh","ZEBRA GK420 TT 203DPI USB/SER/CP US","Zebra","4850771","Label printerDT/TTRoll (4.25 in)203 dpiup to 300 inch/minUSBserial","$417.00","$369.99","https://webobjects2.cdw.com/is/image/CDW/2461808a?$product-main$","GK42-102510-000.jpg","10 in","7.5 in","4.63 lbs","4.09 in"
"846524-B21","https://www.cdw.com/shop/products/HP-1TB-12G-SAS-7.2K-3.5-MDL-SC-HDD/4849114.aspx?pfm=srh","HP 1TB 12G SAS 7.2K 3.5 MDL SC HDD (","Hewlett Packard Enterpris","4849114","Hard drive1 TBhot-swap3.5"" LFFSAS 12Gb/s7200 rpmwith HP SmartDrive carrier","$314.99","$257.99","https://webobjects2.cdw.com/is/image/CDW/4309171?$product-main$","846524-B21.jpg","null","null","null","null"
"VA2465SMH","https://www.cdw.com/shop/products/VIEWSONIC-VA2465SMH-23.6in-LED-BSTK/4792270.aspx?pfm=srh","VIEWSONIC VA2465SMH 23.6"" LED (BSTK)","ViewSonic","4792270","LED monitor24""1920 x 1080 FullHD250 cd/m23000:16.5 msHDMI","$129.99","$74.99","https://webobjects2.cdw.com/is/image/CDW/3577740?$product-main$","VA2465SMH.jpg","7.6 in","16 in","9 lbs","22.2 in"
"9705B007","https://www.cdw.com/shop/products/CANON-IF-P-215II-MOBILE-SCANNER-BST/4844325.aspx?pfm=srh","CANON IF P-215II MOBILE SCANNER (BST","Canon","4844325","Document scannerDuplex8.5 in x 39.4 in600 dpi x 600 dpiup to 15 ppm (mono) / up to 10 ppm (color)ADF (20 sheets)up to 500 scans per day","$256.99","$209.99","https://webobjects2.cdw.com/is/image/CDW/3429162?$product-main$","9705B007.jpg","3.7 in","1.6 in","2.2 lbs","11 in"
"E245WMI-BK","https://www.cdw.com/shop/products/NEC-24IN-1920X1200-IPS-LED-MON-BSTK/4837502.aspx?pfm=srh","NEC 24IN 1920X1200 IPS LED MON (BSTK","NEC","4837502","LED monitor24""1920 x 1200AH-IPS250 cd/m²1000:16 ms","$295.99","$259.99","https://webobjects2.cdw.com/is/image/CDW/4187698?$product-main$","E245WMI-BK.jpg","8.4 in","15.5 in","13.7 lbs","21.9 in"
